geoid,period,Health Care Center (/100k pop),HIV
51600,2014,0,16.34
51610,2014,0,29.41
51620,2014,0,35.19
51630,2014,3.756241,10.58
51640,2014,0,0
51650,2014,1.7094704,26.8
51660,2014,3.9044184,5.72
51670,2014,0,33.3
51678,2014,7.3967614,0
51680,2014,3.89626,14.9
51683,2014,3.0830956,7.13
51685,2014,0,0
51690,2014,5.4012642,21.88
51700,2014,2.9571678,25.4
51710,2014,2.2112028,41.2
51720,2014,0,0
51730,2014,4.9461178,51.2
51735,2014,0,24.9
51740,2014,2.041199,35.5
51750,2014,0,22.67
51760,2014,4.693954,41.7
51770,2014,2.0057446,29
51775,2014,0,0
51790,2014,0,12.23
51800,2014,2.1466198,21
51810,2014,0.94178408,16.8
51820,2014,0,14.04
51830,2014,0,27.23
51840,2014,3.810872,10.89
53001,2014,7.9100214,0
53003,2014,0,0
53005,2014,2.0711992,5.3
53007,2014,4.0110322,4.02
53009,2014,3.3169048,5.5
53011,2014,1.33184254,5.4
53013,2014,14.168727,0
53015,2014,3.9580104,5.9
53017,2014,5.4906946,0
53019,2014,12.5105924,39.13
53021,2014,4.2686492,3.42
53023,2014,0,0
53025,2014,4.1445326,0
53027,2014,4.1164116,5.65
53029,2014,0,5.05
53031,2014,0,13.23
53033,2014,2.8420152,15.3
53035,2014,2.8050572,2.8
53037,2014,4.3374868,7.06
53039,2014,0,0
53041,2014,5.6520334,5.32
53043,2014,0,0
53045,2014,0,6.59
53047,2014,6.2249742,0
53049,2014,7.6395626,14.59
53051,2014,5.5502048,0
53053,2014,2.0802156,6.4
53055,2014,0,0
53057,2014,3.1574792,5
53059,2014,0,35.27
53061,2014,1.91995656,5.2
53063,2014,3.0141234,2
53065,2014,6.0543546,0
53067,2014,2.4532444,2.2
53069,2014,9.9172878,98.35
53071,2014,2.585352,0
53073,2014,3.3939686,1.44
53075,2014,0,8.54
53077,2014,4.754911,4.7
54001,2014,6.907649,0
54003,2014,1.90263176,2.72
54005,2014,7.1135798,0
54007,2014,13.91393,0
54009,2014,0,17
54011,2014,8.8466138,13.3
54013,2014,0,0
54015,2014,16.3837224,0
54017,2014,6.9043556,47.67
54019,2014,9.8737936,8.86
54021,2014,6.8128176,0
54023,2014,8.2735796,0
54025,2014,6.7181836,11.28
54027,2014,0,0
54029,2014,6.3127822,0
54031,2014,9.2837668,21.55
54033,2014,9.0244952,5.82
54035,2014,6.418746,0
54037,2014,2.6794874,7.18
54039,2014,5.4257842,14.2
54041,2014,4.9365416,0
54043,2014,10.5504542,13.91
54045,2014,9.5146446,11.32
54047,2014,8.845748,14.67
54049,2014,3.752834,0
54051,2014,0,0
54053,2014,6.6646924,14.81
54055,2014,3.5983506,6.47
54057,2014,0,0
54059,2014,6.8310728,0
54061,2014,2.7806892,13.2
54063,2014,7.6747304,29.45
54065,2014,8.2919292,0
54067,2014,8.7999058,0
54069,2014,3.0384052,0
54071,2014,10.4179382,0
54073,2014,7.2385888,39.3
54075,2014,20.386476,0
54077,2014,5.9594942,11.84
54079,2014,9.5706672,5.28
54081,2014,8.757062,12.1
54083,2014,8.2437964,0
54085,2014,8.9393568,0
54087,2014,5.2228046,0
54089,2014,0,0
54091,2014,4.840898,0
54093,2014,10.7466326,0
54095,2014,0,0
54097,2014,8.9927836,0
54099,2014,8.2516708,0
54101,2014,11.6549902,45.28
54103,2014,5.0018758,0
54105,2014,11.6991072,0
54107,2014,3.7303004,4.64
54109,2014,7.287115,0
55001,2014,0,0
55003,2014,4.9839836,24.84
55005,2014,0,0
55007,2014,5.1665616,0
55009,2014,1.24836742,1.56
55011,2014,0,0
55013,2014,0,19.57
55015,2014,0,0
55017,2014,0,0
55019,2014,0,0
55021,2014,0,5.3
55023,2014,0,0
55025,2014,1.76041746,5.7
55027,2014,0,4.52
55029,2014,0,0
55031,2014,3.0255144,0
55033,2014,0,0
55035,2014,0,3.94
55037,2014,0,0
55039,2014,0,0
55041,2014,6.6201214,0
55043,2014,0,0
55045,2014,0,0
55047,2014,0,0
55049,2014,0,0
55051,2014,0,0
55053,2014,4.4009752,0
55055,2014,0,0
55057,2014,0,0
55059,2014,2.6720716,1.78
55061,2014,0,0
55063,2014,0,7
55065,2014,0,0
55067,2014,4.539596,0
55069,2014,3.7468036,0
55071,2014,2.2338352,0
55073,2014,2.9728482,2.21
55075,2014,0,0
55077,2014,0,0
55078,2014,9.4051284,88.46
55079,2014,1.94012678,16.2
55081,2014,4.1987262,6.61
55083,2014,4.6239224,0
55085,2014,0,0
55087,2014,0,6
55089,2014,0,4.57
55091,2014,0,0
55093,2014,0,7.32
55095,2014,0,0
55097,2014,0,5.68
55099,2014,0,0
55101,2014,0,6.8
55103,2014,0,0
55105,2014,2.728502,2.48
55107,2014,0,0
55109,2014,0,3.46
55111,2014,0,0
55113,2014,4.9330864,0
55115,2014,0,0
55117,2014,1.86266256,0
55119,2014,0,14.61
55121,2014,0,0
55123,2014,3.6296506,0
55125,2014,4.3235788,0
55127,2014,0,3.86
55129,2014,5.0485096,0
55131,2014,0,0
55133,2014,1.00615894,1.01
55135,2014,0,5.76
55137,2014,5.752211,0
55139,2014,1.53614092,1.77
55141,2014,0,5.43
56001,2014,0,10.58
56003,2014,0,0
56005,2014,0,6.21
56007,2014,0,25.23
56009,2014,0,0
56011,2014,0,0
56013,2014,6.2697006,0
56015,2014,0,29.6
56017,2014,0,0
56019,2014,0,0
56021,2014,3.5283926,4.15
56023,2014,0,0
56025,2014,4.9500098,0
56027,2014,0,0
56029,2014,3.7146112,0
56031,2014,0,0
56033,2014,0,0
56035,2014,0,0
56037,2014,0,8.89
56039,2014,0,0
56041,2014,4.3743678,0
56043,2014,6.932919,0
56045,2014,0,0
1001,2015,3.801876,11
1003,2015,2.427088,8.8
1005,2015,6.7306628,11.33
1007,2015,5.95188,17.71
1009,2015,2.633563,10.4
1011,2015,6.1153216,90.6
1013,2015,4.455017,14.89
1015,2015,3.2216186,10.2
1017,2015,3.4237842,34.6
1019,2015,3.9330018,15.47
1021,2015,4.266779,13.9
1023,2015,5.511085,0
1025,2015,0,0
1027,2015,5.4322562,29.51
1029,2015,5.160882,19.98
1031,2015,2.7947848,5.86
1033,2015,2.7127778,5.52
1035,2015,9.7312364,31.57
1037,2015,0,37.3
1039,2015,3.2514954,15.8
1041,2015,5.352302,21.49
1043,2015,2.208563,8.7
1045,2015,2.8408118,24.4
1047,2015,5.4013958,17.8
1049,2015,4.1073738,5.62
1051,2015,0,8.8
1053,2015,7.2749882,10.59
1055,2015,5.9103404,13.7
1057,2015,0,17.9
1059,2015,3.5524482,0
1061,2015,3.864996,0
1063,2015,6.868433,47.18
1065,2015,5.1523122,0
1067,2015,4.819487,23.23
1069,2015,0,18.4
1071,2015,6.7664562,5.72
1073,2015,2.3348476,24.4
1075,2015,5.3671212,0
1077,2015,3.5999338,3.24
1079,2015,3.4755024,25
1081,2015,0,17.3
1083,2015,0,9.1
1085,2015,10.711895,38.25
1087,2015,4.5756888,20.94
1089,2015,1.8435229,14.8
1091,2015,4.469009,14.98
1093,2015,0,0
1095,2015,2.9061144,3.17
1097,2015,3.925178,23.5
1099,2015,9.606285,18.46
1101,2015,3.5158206,51.5
1103,2015,1.82906008,9
1105,2015,9.104086,31.08
1107,2015,4.3785592,19.17
1109,2015,3.479129,20.8
1111,2015,4.1981248,13.22
1113,2015,3.6618738,12.5
1115,2015,2.1433136,11.1
1117,2015,0,4
1119,2015,5.525157,22.9
1121,2015,2.2241178,8.7
1123,2015,3.1294346,0
1125,2015,3.1313056,22.4
1127,2015,4.287005,9.1
1129,2015,4.8789196,17.85
1131,2015,12.0282392,36.17
1133,2015,0,0
2013,2015,0,89.79
2016,2015,8.3756084,70.15
2020,2015,1.6365565,1.34
2050,2015,4.7211322,22.29
2060,2015,21.176178,448.43
2068,2015,0,156.33
2070,2015,0,80.05
2090,2015,2.8336602,4.01
2100,2015,0,157.85
2110,2015,4.9419636,9.16
2122,2015,4.5462766,6.89
2130,2015,12.078475,29.18
2150,2015,5.3665418,28.8
2158,2015,0,49.27
2164,2015,0,255.92
2170,2015,3.9782782,2.97
2180,2015,0,40.63
2185,2015,0,30.97
2188,2015,0,51.6
2220,2015,0,45.13
2240,2015,7.6477504,58.49
2261,2015,11.3215608,32.04
2282,2015,0,652.53
2290,2015,8.5025588,72.29
4001,2015,4.0974774,15.8
4003,2015,0,8.5
4005,2015,4.7964076,4.3
4007,2015,3.8793288,5.64
4009,2015,3.2587814,0
4011,2015,9.1626548,0
4012,2015,0,0
4013,2015,1.57963074,14.7
4015,2015,2.795515,2.8
4017,2015,4.2978068,6.9
4019,2015,3.7230422,11.1
4021,2015,3.2896614,10.1
4023,2015,6.5610104,8.61
4025,2015,2.9997788,3.6
4027,2015,2.7986744,6.6
5001,2015,0,21.7
5003,2015,7.5886164,0
5005,2015,0,9.74
5007,2015,2.192329,3.5
5009,2015,0,0
5011,2015,0,27.04
5013,2015,12.369031,0
5015,2015,3.7997828,14.44
5017,2015,8.517582,0
5019,2015,4.2039632,0
5021,2015,5.145317,26.47
5023,2015,3.9631556,0
5025,2015,6.9375058,48.13
5027,2015,0,16.59
5029,2015,0,19.03
5031,2015,3.3910646,3.83
5033,2015,3.6007406,4.86
5035,2015,2.8582222,15.3
5037,2015,8.3323688,23.14
5039,2015,0,0
5041,2015,0,25.07
5043,2015,4.6153574,21.3
5045,2015,2.5654524,8
5047,2015,0,16.95
5049,2015,0,0
5051,2015,0,4.12
5053,2015,0,0
5055,2015,0,9.05
5057,2015,0,18.11
5059,2015,0,35
5061,2015,0,30.08
5063,2015,5.6909504,0
5065,2015,7.7137328,0
5067,2015,6.792748,0
5069,2015,4.0948716,21.6
5071,2015,3.9117302,15.3
5073,2015,7.56145,42.88
5075,2015,4.8825532,0
5077,2015,9.1050292,41.45
5079,2015,0,21.71
5081,2015,0,24.05
5083,2015,4.2920036,0
5085,2015,5.283504,13.8
5087,2015,5.036809,19.03
5089,2015,0,0
5091,2015,0,27.6
5093,2015,0,9.15
5095,2015,7.352643,54.06
5097,2015,6.6778054,0
5099,2015,0,46.74
5101,2015,7.1098332,0
5103,2015,4.052371,12.32
5105,2015,0,0
5107,2015,6.4029922,15.37
5109,2015,0,0
5111,2015,5.7686972,12.48
5113,2015,7.7044744,14.84
5115,2015,0,6.31
5117,2015,9.8229408,48.25
5119,2015,1.42736304,31.3
5121,2015,4.7851548,0
5123,2015,3.8786356,15.04
5125,2015,0,3.41
5127,2015,0,28.54
5129,2015,7.129683,0
5131,2015,3.0644968,18.1
5133,2015,4.8098608,23.13
5135,2015,4.863316,0
5137,2015,0,32.11
5139,2015,3.156601,9.96
5141,2015,6.906619,17.89
5143,2015,3.767245,6.5
5145,2015,3.8934534,5.05
5147,2015,18.8687648,0
5149,2015,0,13.82
6001,2015,2.9648028,18.9
6003,2015,0,0
6005,2015,0,10.81
6007,2015,2.9787046,3.6
6009,2015,2.9871382,8.92
6011,2015,7.4740028,18.62
6013,2015,1.5763992,9.5
6015,2015,7.6620478,14.68
6017,2015,2.5506386,3.8
6019,2015,2.9354066,13.2
6021,2015,6.5445504,14.28
6023,2015,7.0781756,7.8
6025,2015,4.2141352,12.7
6027,2015,8.1066274,21.91
6029,2015,3.8682038,17.6
6031,2015,4.883297,6.7
6033,2015,3.519322,6.19
6035,2015,0,12.76
6037,2015,2.4690456,24.4
6039,2015,3.212898,4.9
6041,2015,4.630096,10.8
6043,2015,0,0
6045,2015,6.7554846,4.56
6047,2015,4.4011474,10
6049,2015,0,0
6051,2015,5.3626818,0
6053,2015,4.073544,9.2
6055,2015,4.739523,2.81
6057,2015,4.0226512,3.03
6059,2015,1.70364702,12.4
6061,2015,1.45983266,4.1
6063,2015,0,0
6065,2015,2.5036896,13.9
6067,2015,2.0646724,13.2
6069,2015,2.60838,6.8
6071,2015,1.50183166,11.4
6073,2015,3.3396308,17.8
6075,2015,2.9644556,37.9
6077,2015,3.0602326,12.6
6079,2015,4.298717,7
6081,2015,1.44607544,9.6
6083,2015,4.645884,6.2
6085,2015,2.3729172,9.8
6087,2015,4.8316898,5.1
6089,2015,4.4779486,1.67
6091,2015,11.611043,0
6093,2015,6.7764302,6.89
6095,2015,3.709254,9.6
6097,2015,3.890378,7.2
6099,2015,3.757155,7.2
6101,2015,4.0726738,4.15
6103,2015,4.3537282,6.32
6105,2015,0,0
6107,2015,4.4728022,9.1
6109,2015,3.8594148,5.59
6111,2015,3.7561616,7.1
6113,2015,3.6255416,12.3
6115,2015,0,4.03
8001,2015,2.9925168,9.2
8003,2015,9.8485126,24.25
8005,2015,2.251787,11.4
8007,2015,0,32.38
8009,2015,0,0
8011,2015,11.7141486,51.46
8013,2015,2.5024566,6.6
8014,2015,0,6.15
8015,2015,0,0
8017,2015,0,0
8019,2015,6.557201,0
8021,2015,7.014306,0
8023,2015,10.5644284,0
8025,2015,0,0
8027,2015,0,0
8029,2015,0,0
8031,2015,3.1563766,22.9
8033,2015,14.2205648,0
8035,2015,1.11388732,3.5
8037,2015,3.8631568,7.46
8039,2015,4.02137,0
8041,2015,3.3567976,4.9
8043,2015,2.9269058,6.43
8045,2015,3.7108688,10.7
8047,2015,8.2845746,0
8049,2015,0,0
8051,2015,0,24.9
8053,2015,0,0
8055,2015,7.8494772,0
8057,2015,0,0
8059,2015,2.3787536,6.2
8061,2015,0,0
8063,2015,7.1805072,38.67
8065,2015,0,0
8067,2015,2.7044814,7.31
8069,2015,2.19009,2.8
8071,2015,0,28.45
8073,2015,11.9984408,0
8075,2015,4.26053,0
8077,2015,0,0
8079,2015,0,0
8081,2015,5.560492,0
8083,2015,3.9097116,11.46
8085,2015,3.1255342,17.6
8087,2015,3.7555788,14.1
8089,2015,6.6040416,0
8091,2015,0,0
8093,2015,4.9221682,24.23
8095,2015,0,0
8097,2015,0,16.87
8099,2015,14.1693192,33.46
8101,2015,3.8302392,4.4
8103,2015,0,60.87
8105,2015,8.3250266,34.65
8107,2015,4.0714708,12.43
8109,2015,7.99936,0
8111,2015,0,0
8113,2015,7.1251568,50.77
8115,2015,0,0
8117,2015,3.635943,9.92
8119,2015,7.163445,17.1
8121,2015,0,0
8123,2015,2.9010196,3.9
8125,2015,0,0
9001,2015,3.3120766,8.4
9003,2015,3.341062,11.7
9005,2015,3.3004648,5.6
9007,2015,2.7044894,4.9
9009,2015,3.7365884,11.3
9011,2015,3.8357912,7.7
9013,2015,2.298547,2.64
9015,2015,4.1420564,2.57
10001,2015,1.51823484,15.3
10003,2015,2.2425266,13.3
10005,2015,2.7240398,10.3
11001,2015,4.9991522,63.4
12001,2015,3.2818778,24.9
12003,2015,0,10.94
12005,2015,1.48398746,12.4
12007,2015,3.854144,11.14
12009,2015,2.3733794,11
12011,2015,1.29899406,39.3
12013,2015,5.2591534,20.74
12015,2015,2.149699,5.1
12017,2015,2.9166998,8
12019,2015,2.4255524,9.5
12021,2015,3.3458808,15.1
12023,2015,2.419174,22.6
12027,2015,8.2271328,8.46
12029,2015,4.9685798,18.52
12031,2015,1.75122214,35.2
12033,2015,2.268181,22.1
12035,2015,1.94816696,10.9
12037,2015,5.8318706,34.01
12039,2015,0,31
12041,2015,6.8201418,23.26
12043,2015,5.409358,0
12045,2015,0,18.9
12047,2015,0,20.99
12049,2015,5.3934026,14.54
12051,2015,4.522214,25.4
12053,2015,1.49721826,9
12055,2015,2.835653,6.8
12057,2015,2.6676054,28.9
12059,2015,4.5496864,20.7
12061,2015,2.8482534,10.8
12063,2015,0,16.6
12065,2015,0,40.6
12067,2015,6.7950998,46.17
12069,2015,1.56682134,8.2
12071,2015,3.290363,13.8
12073,2015,3.1274442,28.7
12075,2015,4.4815568,14.7
12077,2015,12.0016804,36.01
12079,2015,0,16.3
12081,2015,4.1967782,11.2
12083,2015,2.413833,14.8
12085,2015,2.262503,9.4
12086,2015,3.1071274,57.5
12087,2015,3.2132504,20.5
12089,2015,0,14.9
12091,2015,2.0067136,5.4
12093,2015,4.5021186,14.9
12095,2015,2.1582236,38.7
12097,2015,1.11112308,20.6
12099,2015,1.91175138,22.4
12101,2015,2.3713956,9
12103,2015,1.83549296,21.2
12105,2015,1.75399196,18
12107,2015,4.7132926,14.8
12109,2015,1.87878334,6.2
12111,2015,2.588195,13
12113,2015,1.54746116,5
12115,2015,1.98627018,8
12117,2015,1.3346033,18.6
12119,2015,1.83423722,9.9
12121,2015,4.275691,13.5
12123,2015,4.2170262,26.1
12125,2015,0,38
12127,2015,1.75769078,14.6
12129,2015,0,12.68
12131,2015,3.5492024,6.3
12133,2015,4.0252776,47.3
13001,2015,4.6556974,0
13003,2015,11.9537096,0
13005,2015,0,26.55
13007,2015,11.2154426,0
13009,2015,5.1378412,17.9
13011,2015,4.6505342,21.63
13013,2015,2.3037254,5.31
13015,2015,1.97308326,11.9
13017,2015,4.79422,22.98
13019,2015,4.5927886,38.1
13021,2015,2.7939846,53.2
13023,2015,5.715919,24.5
13025,2015,4.655571,16.26
13027,2015,0,0
13029,2015,0,8.54
13031,2015,2.3464386,25.6
13033,2015,0,17.59
13035,2015,0,70.2
13037,2015,7.8573484,46.3
13039,2015,2.7707848,7.68
13043,2015,6.0617194,0
13045,2015,1.86871004,16.9
13047,2015,3.480235,6.06
13049,2015,7.855227,23.14
13051,2015,3.1237146,27.6
13053,2015,5.93182,35.19
13055,2015,4.0062546,0
13057,2015,1.84153938,11.4
13059,2015,2.5409042,31.7
13061,2015,0,0
13063,2015,0,63.2
13065,2015,0,58.03
13067,2015,1.64251006,25.1
13069,2015,3.0461484,14.1
13071,2015,2.9538522,8.73
13073,2015,0,7.6
13075,2015,0,17.52
13077,2015,1.69988524,15
13079,2015,5.6823688,32.29
13081,2015,5.9129948,31.7
13083,2015,4.9592538,24.59
13085,2015,0,0
13087,2015,3.8366592,26.8
13089,2015,2.4469256,64.3
13091,2015,6.189548,0
13093,2015,9.2466498,28.5
13095,2015,5.9192066,57.2
13097,2015,0,18.4
13099,2015,6.150208,0
13101,2015,0,74.26
13103,2015,0,13
13105,2015,4.5449848,0
13107,2015,4.1970152,17.61
13109,2015,0,37.08
13111,2015,7.0268498,0
13113,2015,0,19.2
13115,2015,0,6.2
13117,2015,1.94056808,3.6
13119,2015,4.2341914,17.93
13121,2015,2.2684028,77.1
13123,2015,0,0
13125,2015,16.1558476,130.51
13127,2015,2.187668,25.8
13129,2015,0,0
13131,2015,0,29.3
13133,2015,6.9192142,0
13135,2015,1.33643818,14.1
13137,2015,3.0152504,9.09
13139,2015,1.4376403,10.9
13141,2015,6.8394556,0
13143,2015,0,0
13145,2015,0,11.98
13147,2015,3.9579524,15.67
13149,2015,0,26
13151,2015,0,22.5
13153,2015,1.63281358,18.1
13155,2015,9.3023252,43.27
13157,2015,0,6.31
13159,2015,0,0
13161,2015,0,0
13163,2015,7.0477604,24.84
13165,2015,0,0
13167,2015,6.4362274,0
13169,2015,3.7467378,14.04
13171,2015,0,21.98
13173,2015,0,0
13175,2015,2.8948744,6.29
13177,2015,3.7010394,13.7
13179,2015,3.5786536,18.7
13181,2015,0,0
13183,2015,4.7496696,42.8
13185,2015,0,40.7
13187,2015,3.5686984,0
13189,2015,0,18.57
13191,2015,0,28.63
13193,2015,5.4168926,22.01
13195,2015,3.750227,0
13197,2015,0,34.24
13199,2015,6.1444006,0
13201,2015,0,0
13205,2015,0,13.29
13207,2015,3.841681,14.76
13209,2015,6.6848894,44.69
13211,2015,0,16.62
13213,2015,3.179614,10.11
13215,2015,2.4459518,36.4
13217,2015,0,16.4
13219,2015,0,0
13221,2015,5.186327,26.9
13223,2015,0,7.3
13225,2015,0,35.4
13227,2015,0,13.2
13229,2015,4.5759282,20.94
13231,2015,0,22.3
13233,2015,3.1037046,9.63
13235,2015,0,0
13237,2015,0,18.73
13239,2015,13.181879,0
13241,2015,4.9566636,24.57
13243,2015,0,0
13245,2015,2.4385832,42
13247,2015,2.121713,24.7
13249,2015,0,0
13251,2015,0,21.18
13253,2015,0,0
13255,2015,2.4990046,4.68
13257,2015,0,11.73
13259,2015,11.6931076,68.36
13261,2015,8.060978,9.75
13263,2015,7.9448948,63.12
13265,2015,0,0
13267,2015,0,11.89
13269,2015,6.9295892,48.02
13271,2015,4.9386478,24.39
13273,2015,6.625205,43.89
13275,2015,5.160367,13.5
13277,2015,3.1325038,27.2
13279,2015,3.831938,14.68
13281,2015,0,0
13283,2015,7.678123,58.95
13285,2015,0,15.8
13287,2015,0,36.52
13289,2015,6.9047666,47.68
13291,2015,0,13.47
13293,2015,3.894856,11.38
13295,2015,2.42418,5.88
13297,2015,0,9.6
13299,2015,4.7558426,11.31
13301,2015,12.1045504,0
13303,2015,6.1993528,14.41
13305,2015,0,13.54
13307,2015,0,0
13309,2015,0,50.61
13311,2015,3.7582964,0
13313,2015,2.7706254,7.1
13315,2015,6.7202692,33.87
13317,2015,0,40.54
13319,2015,6.6099902,0
13321,2015,0,14.49
15001,2015,5.3393984,9.1
15003,2015,3.348794,11
15005,2015,0,0
15007,2015,4.0900168,5.58
15009,2015,3.8180526,4.4
16001,2015,3.035146,5
16003,2015,10.2022228,104.09
16005,2015,5.3533888,3.58
16007,2015,0,0
16009,2015,6.6474906,0
16011,2015,4.2168388,6.67
16013,2015,0,0
16015,2015,0,0
16017,2015,5.35422,7.17
16019,2015,1.90615416,0
16021,2015,8.4073696,0
16023,2015,0,0
16025,2015,19.3709716,0
16027,2015,3.4011016,1.45
16029,2015,0,0
16031,2015,4.1251584,0
16033,2015,0,0
16035,2015,0,0
16037,2015,0,0
16039,2015,5.560277,11.59
16041,2015,0,0
16043,2015,5.5860258,0
16045,2015,4.8719664,0
16047,2015,0,26.17
16049,2015,0,0
16051,2015,3.8378596,0
16053,2015,4.187254,0
16055,2015,4.6134844,2.66
16057,2015,3.2117172,0
16059,2015,0,0
16061,2015,0,0
16063,2015,0,0
16065,2015,0,10.45
16067,2015,4.4214688,0
16069,2015,3.160382,0
16071,2015,0,93.44
16073,2015,10.3005238,0
16075,2015,5.9110574,0
16077,2015,7.2319608,0
16079,2015,5.6723042,0
16081,2015,0,0
16083,2015,4.927394,4.86
16085,2015,0,39.59
16087,2015,0,0
17001,2015,4.2316632,4.48
17003,2015,13.3038024,59
17005,2015,0,0
17007,2015,3.8638778,13.6
17009,2015,0,58.57
17011,2015,0,11.91
17013,2015,0,81.65
17015,2015,0,0
17017,2015,7.8912196,0
17019,2015,2.7677784,7.2
17021,2015,0,11.89
17023,2015,0,0
17025,2015,5.4578844,0
17027,2015,0,7.94
17029,2015,3.9028198,13.2
17031,2015,3.3844176,26.5
17033,2015,0,0
17035,2015,6.058381,0
17037,2015,0,9.1
17039,2015,0,0
17041,2015,0,0
17043,2015,2.0697504,6.5
17045,2015,0,16.98
17047,2015,7.8242088,0
17049,2015,4.8244624,0
17051,2015,6.0243426,0
17053,2015,0,0
17055,2015,7.796318,7.6
17057,2015,0,11.2
17059,2015,8.7162724,0
17061,2015,0,0
17063,2015,0,0
17065,2015,6.984303,0
17067,2015,6.5683302,0
17069,2015,9.8354044,0
17071,2015,7.5619908,0
17073,2015,0,0
17075,2015,3.7350894,13.95
17077,2015,6.8679122,6.74
17079,2015,0,0
17081,2015,3.2294632,7.82
17083,2015,0,0
17085,2015,0,0
17087,2015,7.9174552,0
17089,2015,3.129803,5.6
17091,2015,2.6860886,6.4
17093,2015,0,3.24
17095,2015,2.7885298,7.78
17097,2015,1.84649038,5.8
17099,2015,1.89547492,5.3
17101,2015,0,0
17103,2015,0,11.57
17105,2015,0,10.91
17107,2015,0,0
17109,2015,0,0
17111,2015,1.97596372,4.3
17113,2015,1.51984286,5.5
17115,2015,4.3172684,8.9
17117,2015,2.9473978,0
17119,2015,2.7409658,5.8
17121,2015,3.2300528,7.82
17123,2015,0,0
17125,2015,0,0
17127,2015,5.2047344,0
17129,2015,0,0
17131,2015,0,25.22
17133,2015,0,0
17135,2015,0,13.84
17137,2015,0,0
17139,2015,0,26.79
17141,2015,0,0
17143,2015,3.589974,11.7
17145,2015,4.3090044,18.57
17147,2015,0,0
17149,2015,0,0
17151,2015,9.7289342,94.65
17153,2015,11.8699064,0
17155,2015,0,0
17157,2015,0,0
17159,2015,4.9954748,0
17161,2015,3.3089168,10.6
17163,2015,5.5042768,14.6
17165,2015,6.9916964,0
17167,2015,3.1725096,8.4
17169,2015,0,0
17171,2015,0,0
17173,2015,0,0
17175,2015,8.3131524,0
17177,2015,0,8.74
17179,2015,0,2.97
17181,2015,8.30264,0
17183,2015,2.2461702,3.78
17185,2015,0,0
17187,2015,0,22.82
17189,2015,0,28.03
17191,2015,6.9794106,0
17193,2015,7.4725246,0
17195,2015,2.6472308,0
17197,2015,1.70589984,6.2
17199,2015,5.4446822,5.93
17201,2015,2.8913832,6.7
17203,2015,0,0
18001,2015,0,8.58
18003,2015,1.80468476,7
18005,2015,0,4.93
18007,2015,0,0
18009,2015,0,0
18011,2015,0,6.31
18013,2015,0,0
18015,2015,4.4883232,0
18017,2015,3.2453254,0
18019,2015,3.2250934,14.6
18021,2015,0,15.09
18023,2015,0,0
18025,2015,0,0
18027,2015,0,0
18029,2015,0,8.09
18031,2015,0,15.08
18033,2015,0,7.04
18035,2015,4.895093,11
18037,2015,0,9.42
18039,2015,2.8041778,3.7
18041,2015,0,12.8
18043,2015,2.2825044,9.4
18045,2015,0,0
18047,2015,0,0
18049,2015,0,0
18051,2015,0,11.84
18053,2015,5.424099,4.41
18055,2015,0,0
18057,2015,1.13647926,2.4
18059,2015,2.348557,4.14
18061,2015,3.179092,0
18063,2015,0,15.5
18065,2015,2.8575802,6.12
18067,2015,2.2011806,4.85
18069,2015,0,10.92
18071,2015,4.260675,24.9
18073,2015,0,11.95
18075,2015,4.3518386,18.94
18077,2015,0,18.1
18079,2015,0,0
18081,2015,2.8318936,4.1
18083,2015,0,10.55
18085,2015,0,5.09
18087,2015,0,0
18089,2015,3.9469078,11.1
18091,2015,1.89930868,2.71
18093,2015,0,8.79
18095,2015,3.04146,5.5
18097,2015,4.7064586,24.7
18099,2015,0,8.54
18101,2015,0,0
18103,2015,3.3397408,11.15
18105,2015,0,6.3
18107,2015,3.234781,10.46
18109,2015,0,5.74
18111,2015,0,0
18113,2015,0,8.38
18115,2015,0,0
18117,2015,0,20.4
18119,2015,0,0
18121,2015,4.8648986,23.67
18123,2015,0,0
18125,2015,0,0
18127,2015,3.453536,3.5
18129,2015,0,15.68
18131,2015,0,0
18133,2015,0,0
18135,2015,0,15.89
18137,2015,0,13.94
18139,2015,4.8981958,0
18141,2015,3.2296436,11.2
18143,2015,0,768.5
18145,2015,2.9988682,8.99
18147,2015,0,14.48
18149,2015,5.9030704,17.42
18151,2015,0,11.64
18153,2015,0,0
18155,2015,0,0
18157,2015,2.5411914,5.1
18159,2015,0,0
18161,2015,0,0
18163,2015,3.3160884,7.9
18165,2015,7.1401252,0
18167,2015,2.7229666,6.6
18169,2015,0,0
18171,2015,0,0
18173,2015,0,6.46
18175,2015,0,0
18177,2015,2.4433706,0
18179,2015,0,0
18181,2015,4.0577888,16.47
18183,2015,0,0
19001,2015,0,0
19003,2015,0,0
19005,2015,0,0
19007,2015,7.990736,31.93
19009,2015,0,69.29
19011,2015,0,11.69
19013,2015,1.73126114,8
19015,2015,0,11.26
19017,2015,0,0
19019,2015,0,0
19021,2015,4.4180154,19.52
19023,2015,5.1786714,0
19025,2015,0,0
19027,2015,0,0
19029,2015,0,0
19031,2015,0,0
19033,2015,0,9.3
19035,2015,0,0
19037,2015,0,0
19039,2015,0,0
19041,2015,0,0
19043,2015,0,22.67
19045,2015,2.893753,8.37
19047,2015,0,23.4
19049,2015,0,4.99
19051,2015,0,0
19053,2015,18.456234,0
19055,2015,0,0
19057,2015,3.160106,9.99
19059,2015,0,0
19061,2015,2.029385,4.12
