geoid,period,Health Care Center (/100k pop),HIV
8041,2013,3.2219532,5
8043,2013,2.9344888,0
8045,2013,3.736458,6.98
8047,2013,8.4507884,0
8049,2013,0,0
8051,2013,0,25.79
8053,2013,0,0
8055,2013,7.8332052,0
8057,2013,0,0
8059,2013,2.4081578,5.1
8061,2013,0,0
8063,2013,7.0547724,0
8065,2013,0,0
8067,2013,0,0
8069,2013,2.2502186,0.95
8071,2013,0,0
8073,2013,12.1379424,0
8075,2013,4.2210626,0
8077,2013,0,2.71
8079,2013,0,0
8081,2013,5.525157,0
8083,2013,3.9496086,0
8085,2013,3.1344652,0
8087,2013,3.7526688,0
8089,2013,6.540175,21.39
8091,2013,0,0
8093,2013,4.9812002,0
8095,2013,0,0
8097,2013,0,0
8099,2013,11.4094944,0
8101,2013,3.8555402,8.2
8103,2013,0,58.76
8105,2013,8.2328234,0
8107,2013,4.1245442,0
8109,2013,8.0270166,0
8111,2013,0,0
8113,2013,7.2178182,52.1
8115,2013,0,0
8117,2013,3.7365884,13.96
8119,2013,7.1803526,12.89
8121,2013,0,0
8123,2013,2.7227394,3.2
8125,2013,0,0
9001,2013,3.195905,11.5
9003,2013,3.0579874,13.5
9005,2013,2.533717,6.2
9007,2013,2.6922184,6.3
9009,2013,3.539044,12.4
9011,2013,3.623741,6.8
9013,2013,1.62554896,2.64
9015,2013,4.1238604,3.4
10001,2013,1.5365715,14.3
10003,2013,2.2569528,15.8
10005,2013,2.409761,9.1
11001,2013,4.8490276,86.3
12001,2013,2.5125402,21
12003,2013,0,22.5
12005,2013,1.51191402,19.7
12007,2013,3.8597382,14.9
12009,2013,2.410288,11.3
12011,2013,1.23397564,41.2
12013,2013,0,27.24
12015,2013,1.55824494,6
12017,2013,2.9353526,4
12019,2013,2.0182518,4.3
12021,2013,3.2556712,11.5
12023,2013,2.4335474,10.5
12027,2013,4.814248,11.59
12029,2013,5.0094014,25.09
12031,2013,1.77786052,39
12033,2013,2.2873318,21.2
12035,2013,0,4
12037,2013,5.8727084,34.49
12039,2013,2.9426406,28.6
12041,2013,6.8739076,0
12043,2013,5.4748306,29.97
12045,2013,5.0269346,25.27
12047,2013,0,27.87
12049,2013,3.8125336,14.54
12051,2013,4.6205892,10.67
12053,2013,0,6.6
12055,2013,2.862757,10.5
12057,2013,2.4257524,27.8
12059,2013,0,15.22
12061,2013,2.9070708,8
12063,2013,0,30.7
12065,2013,0,40.4
12067,2013,6.7236862,45.21
12069,2013,1.611557,11.7
12071,2013,3.01257,13.6
12073,2013,2.6638504,37.4
12075,2013,4.4921708,20.7
12077,2013,9.788762,0
12079,2013,4.6215144,31.1
12081,2013,4.18789,9.9
12083,2013,1.53991556,13.4
12085,2013,2.2997394,11.2
12086,2013,2.7366016,50.3
12087,2013,2.288878,11.8
12089,2013,0,9.3
12091,2013,2.0316822,8.1
12093,2013,4.5100674,10.17
12095,2013,1.97927094,34
12097,2013,0,24.4
12099,2013,2.0201792,26.9
12101,2013,2.0508732,6.4
12103,2013,1.60726154,18.9
12105,2013,1.60255456,17.3
12107,2013,5.2494702,16.4
12109,2013,1.9534427,9
12111,2013,2.3618166,17.7
12113,2013,1.57575106,9.6
12115,2013,1.75315202,10.9
12117,2013,0.95778126,12.4
12119,2013,1.93296718,13.9
12121,2013,3.0242688,21.7
12123,2013,0,13.13
12125,2013,7.270084,38.1
12127,2013,1.78742504,14.9
12129,2013,3.590832,9.67
12131,2013,2.5861516,6.69
12133,2013,0,12.18
13001,2013,0,16.27
13003,2013,12.0313224,48.25
13005,2013,0,35.66
13007,2013,10.9418754,0
13009,2013,0,20.2
13011,2013,4.6606246,32.8
13013,2013,2.3660274,5.6
13015,2013,0,18.1
13017,2013,0,22.84
13019,2013,0,15.75
13021,2013,1.60788644,43.4
13023,2013,5.5965132,31.32
13025,2013,4.6762682,21.87
13027,2013,0,25.78
13029,2013,0,9.05
13031,2013,3.3516782,29.4
13033,2013,0,27.1
13035,2013,0,86.9
13037,2013,7.830803,61.32
13039,2013,0,0
13043,2013,6.0475698,27.43
13045,2013,1.88683438,9.7
13047,2013,3.4998694,4.59
13049,2013,7.7688212,30.18
13051,2013,2.6801176,41.5
13053,2013,0,31.15
13055,2013,0,0
13057,2013,1.33301938,11
13059,2013,2.5684862,17.2
13061,2013,0,98.52
13063,2013,0,60.8
13065,2013,0,44.15
13067,2013,1.66992856,21.1
13069,2013,3.0421988,9.25
13071,2013,0,35.2
13073,2013,0,12.6
13075,2013,0,36.2
13077,2013,0,10.2
13079,2013,5.6559496,23.99
13081,2013,5.8550658,17.14
13083,2013,4.9226156,24.23
13085,2013,0,13.22
13087,2013,0,26.6
13089,2013,2.2464822,64.3
13091,2013,6.1399106,18.85
13093,2013,7.47853,27.96
13095,2013,5.4879474,44.6
13097,2013,0,18.2
13099,2013,6.1598268,28.46
13101,2013,0,98.6
13103,2013,0,15.9
13105,2013,4.5176548,20.41
13107,2013,4.1823984,13.12
13109,2013,0,36.92
13111,2013,7.1066904,0
13113,2013,0,15.3
13115,2013,0,8.8
13117,2013,2.0233786,3.9
13119,2013,4.2631426,18.17
13121,2013,2.0158944,70.9
13123,2013,0,14
13125,2013,11.3555746,0
13127,2013,0,13.3
13129,2013,0,7.17
13131,2013,0,34.3
13133,2013,7.0011858,24.51
13135,2013,0.96487618,14.9
13137,2013,0,6.93
13139,2013,1.45964014,9.3
13141,2013,6.7119384,45.05
13143,2013,0,10.53
13145,2013,0,12.25
13147,2013,3.9647904,15.72
13149,2013,0,34.61
13151,2013,0,14.6
13153,2013,0,20
13155,2013,9.2120914,42.43
13157,2013,0,6.55
13159,2013,0,44.5
13161,2013,0,0
13163,2013,0,18.38
13165,2013,0,32.37
13167,2013,6.3995494,30.72
13169,2013,0,14
13171,2013,0,0
13173,2013,0,0
13175,2013,2.8867814,23
13177,2013,3.7093688,13.76
13179,2013,3.531811,14.7
13181,2013,0,51.61
13183,2013,4.9052624,0
13185,2013,0,22.6
13187,2013,0,0
13189,2013,0,13.91
13191,2013,0,28.56
13193,2013,5.3435078,21.41
13195,2013,3.7758036,10.69
13197,2013,0,46.3
13199,2013,6.1383204,14.13
13201,2013,0,0
13205,2013,0,13.02
13207,2013,0,0
13209,2013,6.6589026,33.26
13211,2013,0,22.5
13213,2013,3.1916564,10.19
13215,2013,2.4323774,27.7
13217,2013,0,8.5
13219,2013,0,11.75
13221,2013,5.2435856,27.5
13223,2013,0,2.72
13225,2013,0,14.81
13227,2013,0,0
13229,2013,4.5958194,0
13231,2013,0,0
13233,2013,0,9.71
13235,2013,0,34.66
13237,2013,0,18.72
13239,2013,12.9996262,0
13241,2013,4.9636808,0
13243,2013,0,0
13245,2013,2.4373152,33.8
13247,2013,0,12.7
13249,2013,0,0
13251,2013,0,28.09
13253,2013,0,0
13255,2013,0,9.6
13257,2013,0,0
13259,2013,11.676157,68.17
13261,2013,7.1424016,9.57
13263,2013,7.8713322,61.96
13265,2013,0,0
13267,2013,0,36.8
13269,2013,0,47.26
13271,2013,4.9101382,24.11
13273,2013,6.6585336,44.34
13275,2013,4.2225208,24.4
13277,2013,3.1510326,15.2
13279,2013,3.8296892,23
13281,2013,0,0
13283,2013,7.7197638,0
13285,2013,2.4067928,12.4
13287,2013,0,0
13289,2013,6.8676234,0
13291,2013,0,0
13293,2013,0,22.5
13295,2013,2.4218328,0
13297,2013,0,4.66
13299,2013,4.733214,20.3
13301,2013,8.4834156,0
13303,2013,6.220306,14.51
13305,2013,0,9.97
13307,2013,0,0
13309,2013,0,50.58
13311,2013,0,0
13313,2013,2.7876764,2.91
13315,2013,6.681531,44.64
13317,2013,6.3213954,0
13319,2013,6.5122056,42.41
13321,2013,0,14.09
15001,2013,5.4172754,10.6
15003,2013,3.2519598,7.9
15005,2013,0,0
15007,2013,4.1549016,5.75
15009,2013,3.8705408,7.4
16001,2013,2.400584,4.4
16003,2013,10.2221918,0
16005,2013,4.3839994,4.8
16007,2013,0,0
16009,2013,6.6504298,0
16011,2013,4.2028494,8.83
16013,2013,0,0
16015,2013,0,0
16017,2013,4.4335656,0
16019,2013,1.92881882,0
16021,2013,8.5855894,0
16023,2013,0,0
16025,2013,19.592783,0
16027,2013,2.8364444,4.5
16029,2013,0,0
16031,2013,4.1406002,0
16033,2013,0,0
16035,2013,0,0
16037,2013,0,0
16039,2013,5.528956,0
16041,2013,0,0
16043,2013,5.562642,0
16045,2013,4.8961406,0
16047,2013,0,0
16049,2013,0,0
16051,2013,3.8551464,0
16053,2013,4.2150592,0
16055,2013,4.0787316,0
16057,2013,0,0
16059,2013,0,0
16061,2013,0,0
16063,2013,0,0
16065,2013,0,8.01
16067,2013,4.4398428,0
16069,2013,3.165643,0
16071,2013,0,0
16073,2013,10.2275372,0
16075,2013,5.9483252,0
16077,2013,7.1986236,0
16079,2013,0,0
16081,2013,0,0
16083,2013,4.4733382,5
16085,2013,0,0
16087,2013,0,0
17001,2013,2.441022,4.47
17003,2013,12.5417118,52.43
17005,2013,0,22.9
17007,2013,3.8505352,5.56
17009,2013,0,58.31
17011,2013,0,11.75
17013,2013,0,59.3
17015,2013,0,26.83
17017,2013,5.4791436,0
17019,2013,2.4200416,10.7
17021,2013,0,11.66
17023,2013,0,0
17025,2013,5.4300532,0
17027,2013,0,0
17029,2013,2.7293234,0
17031,2013,3.268883,27.3
17033,2013,0,20.51
17035,2013,6.047017,0
17037,2013,0,3.82
17039,2013,0,24.36
17041,2013,0,0
17043,2013,1.9652325,5.1
17045,2013,0,0
17047,2013,7.7428704,0
17049,2013,4.82896,0
17051,2013,6.0220208,18.13
17053,2013,0,21.69
17055,2013,8.4513274,10.2
17057,2013,0,11.01
17059,2013,8.5947008,0
17061,2013,0,0
17063,2013,0,7.96
17065,2013,6.9138374,0
17067,2013,6.555087,0
17069,2013,9.7811498,95.67
17071,2013,7.5646948,0
17073,2013,0,0
17075,2013,3.71506,0
17077,2013,7.3143134,9.6
17079,2013,0,0
17081,2013,3.2172806,10.35
17083,2013,0,0
17085,2013,0,0
17087,2013,7.9439544,23.66
17089,2013,3.1512584,5.9
17091,2013,2.671182,2.68
17093,2013,0,3.35
17095,2013,2.7714232,5.76
17097,2013,1.50860822,6.4
17099,2013,1.8882804,2.67
17101,2013,0,24.16
17103,2013,0,11.48
17105,2013,0,0
17107,2013,0,13.35
17109,2013,0,0
17111,2013,1.61319434,0.98
17113,2013,1.51338506,6.8
17115,2013,2.7056938,13.1
17117,2013,2.9210312,8.53
17119,2013,2.9968644,5.8
17121,2013,3.2181968,10.36
17123,2013,0,0
17125,2013,0,0
17127,2013,5.1514578,0
17129,2013,0,0
17131,2013,0,0
17133,2013,0,11.94
17135,2013,0,0
17137,2013,0,11.41
17139,2013,0,0
17141,2013,0,5.73
17143,2013,3.5688784,7.7
17145,2013,6.0457736,13.71
17147,2013,0,0
17149,2013,0,0
17151,2013,9.6314268,0
17153,2013,11.6365634,67.7
17155,2013,0,0
17157,2013,0,12.16
17159,2013,4.9718028,0
17161,2013,3.296253,4.9
17163,2013,5.6094542,18.6
17165,2013,6.9366712,0
17167,2013,3.47153,10.2
17169,2013,0,0
17171,2013,0,0
17173,2013,0,18.08
17175,2013,8.2289896,0
17177,2013,0,6.42
17179,2013,0,2.93
17181,2013,8.261219,0
17183,2013,2.2314842,9
17185,2013,0,34.29
17187,2013,0,0
17189,2013,0,0
17191,2013,6.9395934,0
17193,2013,7.4152946,27.49
17195,2013,2.6362156,5.21
17197,2013,1.53074908,6.1
17199,2013,5.9884534,4.48
17201,2013,2.3461884,12
17203,2013,0,0
18001,2013,0,8.67
18003,2013,1.8181467,7.8
18005,2013,0,5.03
18007,2013,0,0
18009,2013,0,0
18011,2013,0,0
18013,2013,0,0
18015,2013,4.4625516,14.94
18017,2013,3.2248418,0
18019,2013,2.6614906,14.9
18021,2013,0,14.92
18023,2013,0,0
18025,2013,0,0
18027,2013,0,12.34
18029,2013,0,8.02
18031,2013,0,0
18033,2013,0,0
18035,2013,4.125966,5
18037,2013,0,0
18039,2013,1.99719096,3.8
18041,2013,0,12.57
18043,2013,0,7.9
18045,2013,0,0
18047,2013,0,0
18049,2013,0,0
18051,2013,0,0
18053,2013,4.8110432,4.34
18055,2013,0,0
18057,2013,0,3.4
18059,2013,0,4.19
18061,2013,0,0
18063,2013,0,7.2
18065,2013,0,8.16
18067,2013,2.198466,4.83
18069,2013,0,0
18071,2013,3.033578,0
18073,2013,0,8.98
18075,2013,0,0
18077,2013,0,0
18079,2013,0,0
18081,2013,3.315708,7.6
18083,2013,0,0
18085,2013,0,5.13
18087,2013,0,0
18089,2013,3.3756056,15
18091,2013,1.89591778,5.3
18093,2013,0,8.73
18095,2013,2.4761086,3.07
18097,2013,3.8835086,28.9
18099,2013,0,0
18101,2013,0,0
18103,2013,3.3268706,11.07
18105,2013,0,2.11
18107,2013,0,10.48
18109,2013,0,4.3
18111,2013,0,21.3
18113,2013,0,8.41
18115,2013,0,0
18117,2013,0,0
18119,2013,0,0
18121,2013,4.8221478,17.44
18123,2013,0,0
18125,2013,0,31.54
18127,2013,3.0994064,5
18129,2013,0,0
18131,2013,5.5455094,0
18133,2013,0,10.67
18135,2013,0,15.61
18137,2013,0,0
18139,2013,0,0
18141,2013,2.4492952,10
18143,2013,0,16.69
18145,2013,0,6.71
18147,2013,0,0
18149,2013,5.872582,0
18151,2013,0,11.64
18153,2013,0,0
18155,2013,0,38
18157,2013,2.5807418,3.2
18159,2013,0,25.56
18161,2013,0,0
18163,2013,3.6373858,4.6
18165,2013,7.0981812,0
18167,2013,0,12
18169,2013,0,0
18171,2013,0,0
18173,2013,0,6.55
18175,2013,0,10.8
18177,2013,0,5.89
18179,2013,0,14.38
18181,2013,4.043417,16.35
18183,2013,0,0
19001,2013,0,0
19003,2013,0,0
19005,2013,0,0
19007,2013,7.939259,0
19009,2013,0,0
19011,2013,0,0
19013,2013,1.7371875,9.8
19015,2013,0,0
19017,2013,0,0
19019,2013,0,14.3
19021,2013,4.4100604,29.7
19023,2013,5.160367,0
19025,2013,0,0
19027,2013,0,19.42
19029,2013,0,0
19031,2013,0,16.31
19033,2013,0,9.18
19035,2013,0,0
19037,2013,0,0
19039,2013,0,42.9
19041,2013,0,0
19043,2013,0,0
19045,2013,0,8.26
19047,2013,0,0
19049,2013,0,5.36
19051,2013,0,0
19053,2013,18.5512658,0
19055,2013,0,0
19057,2013,3.1434732,0
19059,2013,0,0
19061,2013,2.0444706,6.2
19063,2013,0,0
19065,2013,0,0
19067,2013,0,0
19069,2013,0,0
19071,2013,0,0
19073,2013,0,43.77
19075,2013,0,0
19077,2013,0,28.07
19079,2013,0,0
19081,2013,0,0
19083,2013,0,0
19085,2013,0,0
19087,2013,0,0
19089,2013,0,0
19091,2013,0,0
19093,2013,0,0
19095,2013,0,0
19097,2013,0,0
19099,2013,0,0
19101,2013,0,0
19103,2013,1.69543278,9.2
19105,2013,0,19.41
19107,2013,6.2230154,38.73
19109,2013,0,0
19111,2013,4.7350044,0
19113,2013,2.3564172,10.6
19115,2013,8.4207726,0
19117,2013,6.7627802,0
19119,2013,0,0
19121,2013,0,0
19123,2013,0,17.84
19125,2013,0,12.03
19127,2013,3.1237038,0
19129,2013,0,0
19131,2013,0,0
19133,2013,0,0
19135,2013,7.0657706,0
19137,2013,0,0
19139,2013,0,9.34
19141,2013,0,0
19143,2013,0,0
19145,2013,0,0
19147,2013,0,32.66
19149,2013,0,16.03
19151,2013,0,0
19153,2013,3.2599178,8.1
19155,2013,2.076943,0
19157,2013,0,0
19159,2013,15.3815822,0
19161,2013,0,0
19163,2013,3.4260942,10
19165,2013,0,33.44
19167,2013,3.402709,8.68
19169,2013,0,3.25
19171,2013,0,0
19173,2013,0,0
19175,2013,0,0
19177,2013,0,0
19179,2013,4.7544312,0
19181,2013,0,8.45
19183,2013,0,0
19185,2013,11.1785936,0
19187,2013,5.691565,0
19189,2013,0,0
19191,2013,0,0
19193,2013,1.9790343,2.94
19195,2013,0,0
19197,2013,0,0
20001,2013,5.5207348,0
20003,2013,0,0
20005,2013,0,23.88
20007,2013,0,0
20009,2013,3.8132264,0
20011,2013,0,20.2
20013,2013,0,0
20015,2013,0,6.08
20017,2013,0,148.15
20019,2013,0,0
20021,2013,4.3666458,0
20023,2013,0,0
20025,2013,0,0
20027,2013,0,0
20029,2013,0,0
20031,2013,0,0
20033,2013,0,0
20035,2013,0,0
20037,2013,4.5130516,10.18
20039,2013,0,0
20041,2013,0,15.3
20043,2013,7.1378518,0
20045,2013,1.8705318,5.1
20047,2013,0,0
20049,2013,0,0
20051,2013,3.710007,0
20053,2013,0,0
20055,2013,3.283634,10.78
20057,2013,0,11.49
20059,2013,0,0
20061,2013,3.2710494,21.7
20063,2013,0,0
20065,2013,0,0
20067,2013,0,0
20069,2013,0,0
20071,2013,0,0
20073,2013,0,0
20075,2013,0,0
20077,2013,0,0
20079,2013,3.3931952,8.64
20081,2013,0,0
20083,2013,0,0
20085,2013,0,0
20087,2013,0,0
20089,2013,0,0
20091,2013,1.18789792,9.1
20093,2013,0,0
20095,2013,0,0
20097,2013,0,0
20099,2013,0,14.34
20101,2013,0,0
20103,2013,0,12.4
20105,2013,0,0
20107,2013,0,0
20109,2013,0,0
20111,2013,3.454958,11.94
20113,2013,0,0
20115,2013,0,32.74
20117,2013,0,0
20119,2013,0,0
20121,2013,3.4902896,0
20123,2013,0,0
20125,2013,4.8300162,0
20127,2013,0,0
20129,2013,0,0
20131,2013,0,0
20133,2013,0,18.26
20135,2013,0,0
20137,2013,0,0
20139,2013,4.9779592,0
20141,2013,0,0
20143,2013,0,0
20145,2013,7.574997,0
20147,2013,0,0
20149,2013,0,17.63
20151,2013,0,0
20153,2013,0,0
20155,2013,2.4962974,6.23
20157,2013,0,0
20159,2013,0,0
20161,2013,0,5.31
20163,2013,0,0
20165,2013,0,0
20167,2013,0,0
20169,2013,2.6788384,10.9
20171,2013,0,0
20173,2013,3.3286638,5.9
20175,2013,0,17.1
20177,2013,2.5904142,9.5
20179,2013,0,0
20181,2013,0,0
20183,2013,0,0
20185,2013,0,0
20187,2013,0,0
20189,2013,0,0
20191,2013,0,0
20193,2013,0,0
20195,2013,0,0
20197,2013,0,0
20199,2013,0,0
20201,2013,0,0
20203,2013,0,0
20205,2013,0,0
20207,2013,0,0
20209,2013,2.7353322,14.2
21001,2013,6.5351104,16.02
21003,2013,0,14.77
21005,2013,0,18.34
21007,2013,0,48.01
21009,2013,0,6.97
21011,2013,0,25.08
21013,2013,3.7874306,10.76
21015,2013,1.7928605,2.41
21017,2013,0,20
21019,2013,0,8.18
21021,2013,0,13.79
21023,2013,6.894093,35.65
21025,2013,5.4342608,29.53
21027,2013,0,19.96
21029,2013,0,3.9
21031,2013,5.5916992,31.27
21033,2013,0,31.19
21035,2013,0,10.62
21037,2013,2.0967078,7.8
21039,2013,8.9433774,79.98
21041,2013,0,27.39
21043,2013,0,14.7
21045,2013,0,18.67
21047,2013,0,8.7
21049,2013,0,11.23
21051,2013,4.3270182,14.04
21053,2013,6.2788854,39.42
21055,2013,0,43.22
21057,2013,7.6758608,58.92
21059,2013,0,4.07
21061,2013,0,24.87
21063,2013,0,52.38
21065,2013,5.2544322,27.61
21067,2013,1.97248506,23.7
21069,2013,5.2508092,27.57
21071,2013,7.1862522,10.33
21073,2013,4.014155,6.04
21075,2013,0,62.65
21077,2013,6.870459,35.4
21079,2013,0,23.65
21081,2013,0,12.12
21083,2013,0,10.68
21085,2013,0,11.54
21087,2013,0,26.83
21089,2013,3.3095622,8.21
21091,2013,0,46.05
21093,2013,0,6.7
21095,2013,3.746409,14.04
21097,2013,0,21.6
21099,2013,0,21.54
21101,2013,0,8.63
21103,2013,0,19.42
21105,2013,0,84.3
21107,2013,0,8.58
21109,2013,5.4580874,22.34
21111,2013,2.2989538,21
21113,2013,0,5.98
21115,2013,0,17.06
21117,2013,2.7120878,5.2
21119,2013,5.0037542,25.04
21121,2013,3.5471924,9.44
21123,2013,0,28.44
21125,2013,0,6.72
21127,2013,0,25.23
21129,2013,7.4226962,55.1
21131,2013,6.0250258,27.23
21133,2013,13.6488352,12.7
21135,2013,7.612215,28.97
21137,2013,0,16.41
21139,2013,0,42.74
21141,2013,3.8578708,14.88
21143,2013,0,47.33
21145,2013,2.4736076,6.12
21147,2013,4.715486,16.68
21149,2013,6.4902234,42.12
21151,2013,3.744373,13.7
21153,2013,0,23.17
21155,2013,0,19.96
21157,2013,0,12.86
21159,2013,5.6238822,23.72
21161,2013,4.8115306,17.36
21163,2013,0,13.69
21165,2013,0,63.61
21167,2013,0,14.05
21169,2013,0,30.05
21171,2013,6.1196142,37.45
21173,2013,5.4181842,11.01
21175,2013,0,22.42
21177,2013,5.065402,12.83
21179,2013,0,6.74
21181,2013,0,56.83
21183,2013,0,16.68
21185,2013,0,6.41
21187,2013,0,37.52
21189,2013,9.270791,85.95
21191,2013,0,27.45
21193,2013,8.4500342,10.71
21195,2013,0,4.73
21197,2013,5.6582122,32.02
21199,2013,0,4.69
21201,2013,13.3780012,134.23
21203,2013,4.895114,23.96
21205,2013,0,12.75
21207,2013,6.7130728,22.53
21209,2013,0,8.01
21211,2013,0,6.78
21213,2013,0,16.86
21215,2013,4.7623096,22.68
21217,2013,0,12.17
21219,2013,0,31.99
21221,2013,0,20.99
21223,2013,0,34.03
21225,2013,0,19.96
21227,2013,2.5997056,6
21229,2013,0,25.26
21231,2013,0,14.51
21233,2013,7.7117258,29.74
21235,2013,0,11.18
21237,2013,0,55.19
21239,2013,0,11.87
22001,2013,3.586211,13.9
22003,2013,3.95772,23.3
22005,2013,1.86995124,17.4
22007,2013,4.1534376,17.25
22009,2013,0,23.4
22011,2013,3.3256288,0
22013,2013,0,28.61
22015,2013,1.79733622,16.8
22017,2013,0,36.7
22019,2013,1.431144,18.1
22021,2013,0,40.04
22023,2013,0,0
22025,2013,6.2506104,39.07
22027,2013,4.9014306,0
22029,2013,4.423523,14.68
22031,2013,5.4349632,14.77
22033,2013,1.89569842,53.5
22035,2013,0,0
22037,2013,10.0687018,20.28
22039,2013,0,29.2
22041,2013,0,35.9
22043,2013,0,18.16
22045,2013,3.2906936,11.7
22047,2013,3.4623534,49.7
22049,2013,0,24.83
22051,2013,2.3495102,26.9
22053,2013,0,9.58
22055,2013,2.2799766,22
22057,2013,0,9.9
22059,2013,0,56.6
22061,2013,0,22.3
22063,2013,1.7273953,12
22065,2013,5.7911444,33.54
22067,2013,6.6596408,14.78
22069,2013,3.196912,18.5
22071,2013,3.5601178,83.5
22073,2013,3.2003072,39.3
22075,2013,4.121303,16.99
22077,2013,5.9629802,17.78
22079,2013,3.4720574,30.5
22081,2013,0,33.73
22083,2013,7.5851594,19.18
22085,2013,0,0
22087,2013,3.0330198,28.8
22089,2013,4.7755962,16.2
22091,2013,6.0647846,36.78
22093,2013,0,39
22095,2013,4.2756424,33.6
22097,2013,2.1893058,28.3
22099,2013,2.7488716,11.5
22101,2013,4.7341198,7.47
22103,2013,1.8169322,12
22105,2013,1.78591358,19.4
22107,2013,9.0277128,0
22109,2013,2.6637204,17.5
22111,2013,0,17.9
22113,2013,2.5982134,5.06
22115,2013,2.75748,14.3
22117,2013,0,15.6
22119,2013,3.1358132,32.4
22121,2013,4.034604,34.4
22123,2013,0,0
22125,2013,0,36.6
22127,2013,5.1964708,27
23001,2013,7.2140608,6.7
23003,2013,9.558075,0
23005,2013,2.050317,6.9
23007,2013,6.2730146,13.12
23009,2013,2.7006076,5.47
23011,2013,3.6339018,2.48
23013,2013,3.180217,0
23015,2013,3.4255414,0
23017,2013,2.6426514,6.98
23019,2013,8.2348356,0
23021,2013,4.833118,0
23023,2013,3.3799894,0
23025,2013,6.2193432,0
23027,2013,3.2050294,0
23029,2013,11.6913824,0
23031,2013,2.4529818,3.5
24001,2013,3.2986732,9.3
24003,2013,1.69677008,12.1
24005,2013,1.39429962,22.3
24009,2013,0,4.42
24011,2013,6.0584736,12.24
24013,2013,0,2.39
24015,2013,1.98114014,7.1
24017,2013,1.61762332,28.5
24019,2013,4.9492216,12.25
24021,2013,0,6.5
24023,2013,3.6582578,13.38
24025,2013,1.26690162,14.4
24027,2013,1.62066888,12.3
24029,2013,0,0
24031,2013,1.25449372,22.8
24033,2013,1.49899518,50.2
24035,2013,0,0
24037,2013,1.91011428,8.9
24039,2013,7.8037824,15.22
24041,2013,4.592486,10.55
24043,2013,2.8323194,6.4
24045,2013,4.8771786,13
24047,2013,2.7836906,7.75
24510,2013,4.4645672,67.5
25001,2013,3.8580322,7.3
25003,2013,3.5138452,3.09
25005,2013,1.70131146,9.8
25007,2013,0,0
25009,2013,2.9862096,10.4
25011,2013,4.7397556,5.62
25013,2013,2.0687514,18.3
25015,2013,2.2388964,1.88
25017,2013,1.24321878,9.8
25019,2013,0,0
25021,2013,1.86798728,6.2
25023,2013,1.26249564,11.1
25025,2013,3.9184192,30.2
25027,2013,1.98871374,6.4
26001,2013,12.2986718,0
26003,2013,6.4813566,42.01
26005,2013,1.88535834,2.67
26007,2013,6.4226064,13.75
26009,2013,5.8508052,0
26011,2013,5.0821366,0
26013,2013,6.7825842,0
26015,2013,0,6.77
26017,2013,2.7364928,3.74
26019,2013,0,22.95
26021,2013,3.2102688,12.2
26023,2013,0,0
26025,2013,2.4342144,6.2
26027,2013,2.7759042,5.78
26029,2013,3.9126284,0
26031,2013,0,15.55
26033,2013,6.4302368,10.34
26035,2013,0,13.09
26037,2013,0,5.21
26039,2013,0,28.77
26041,2013,3.292209,10.84
26043,2013,0,11.5
26045,2013,0,2.77
26047,2013,4.9132486,9.05
26049,2013,2.4037258,6.9
26051,2013,3.961134,15.69
26053,2013,0,0
26055,2013,0,3.33
26057,2013,0,0
26059,2013,0,8.68
26061,2013,0,0
26063,2013,0,0
26065,2013,3.7646564,8.2
26067,2013,2.4985754,6.24
26069,2013,3.9661154,0
26071,2013,0,0
26073,2013,0,4.26
26075,2013,4.1784844,10.4
26077,2013,2.7911356,6
26079,2013,0,0
26081,2013,3.2084816,8.2
26083,2013,0,0
26085,2013,8.382227,0
26087,2013,2.1273106,4.53
26089,2013,0,0
26091,2013,3.4782522,4.03
26093,2013,0,3.9
26095,2013,7.8434386,0
26097,2013,8.5044804,36.16
26099,2013,0.68407798,7.2
26101,2013,4.0447398,0
26103,2013,3.437563,0
26105,2013,0,0
26107,2013,0,6.96
26109,2013,7.1020588,0
26111,2013,0,4.77
26113,2013,5.1552214,0
26115,2013,3.6469156,1.99
26117,2013,2.5176658,0
26119,2013,14.6254482,0
26121,2013,3.4198478,4.2
26123,2013,5.7734428,8.33
26125,2013,1.27430416,10
26127,2013,0,0
26129,2013,6.138031,0
26131,2013,7.9543142,0
26133,2013,0,0
26135,2013,0,47.74
26137,2013,0,0
26139,2013,1.21111846,1.47
26141,2013,11.0676432,0
26143,2013,8.1625852,16.66
26145,2013,3.7744296,9.6
26147,2013,2.2327978,3.7
26149,2013,0,6.56
26151,2013,0,0
26153,2013,6.9643726,0
26155,2013,3.4074962,0
26157,2013,3.8396628,7.37
26159,2013,3.9879218,5.3
26161,2013,1.06262792,11.4
26163,2013,2.2764668,22.2
26165,2013,3.500432,0
27001,2013,5.0408068,0
27003,2013,0,4.3
27005,2013,0,12.04
27007,2013,0,0
27009,2013,0,7.65
27011,2013,0,0
27013,2013,2.4706802,0
27015,2013,0,0
27017,2013,0,0
27019,2013,0,4.19
27021,2013,3.7427334,14.01
27023,2013,0,0
27025,2013,0,7.44
27027,2013,2.5678828,6.59
27029,2013,0,0
27031,2013,12.4034738,0
27033,2013,0,34.44
27035,2013,0,6.33
27037,2013,0,4.2
27039,2013,0,19.66
27041,2013,0,0
27043,2013,0,0
27045,2013,0,0
27047,2013,0,0
27049,2013,0,8.61
27051,2013,0,50.09
