tractID,1980,1990,2000,2010
17031650301,1,1,1,3
17031650302,1,1,1,3
17031650400,1,1,1,3
17031650500,1,1,1,3
17031660301,1,3,3,0
17031660302,1,3,3,3
17031660400,1,1,3,3
17031660500,1,1,3,3
17031660600,2,3,0,0
17031660700,4,4,4,0
17031660800,2,3,4,3
17031660900,2,2,0,0
17031661000,1,4,4,4
17031661100,1,1,4,4
17031670100,0,0,0,0
17031670200,0,0,0,0
17031670300,0,0,0,0
17031670400,0,4,4,0
17031670500,4,4,4,0
17031670600,0,4,0,4
17031670700,0,4,0,0
17031670800,4,4,0,0
17031670900,4,4,0,0
17031671100,0,4,0,0
17031671200,0,0,0,0
17031671300,0,4,0,0
17031671400,4,4,4,4
17031671500,0,4,0,0
17031671600,0,4,0,0
17031671800,4,4,4,0
17031671900,4,4,4,0
17031672000,4,4,4,4
17031680500,0,0,0,0
17031680600,0,0,0,0
17031680900,0,0,0,0
17031681000,4,0,0,0
17031681100,0,0,0,0
17031681200,0,0,0,0
17031681300,0,0,0,0
17031681400,4,4,4,0
17031690300,4,0,0,0
17031690400,4,4,0,0
17031690500,4,4,0,0
17031690900,4,4,4,0
17031691000,4,4,4,4
17031691100,0,0,0,0
17031691200,4,0,0,0
17031691300,4,4,4,4
17031691400,4,4,4,4
17031691500,4,0,0,0
17031700100,1,1,4,4
17031700200,1,1,1,3
17031700301,1,1,1,1
17031700302,1,1,1,1
17031700401,1,1,4,4
17031700402,1,1,4,4
17031700501,1,1,4,4
17031700502,1,1,4,4
17031710100,4,0,0,0
17031710200,4,4,0,0
17031710300,4,4,4,4
17031710400,4,4,4,4
17031710500,4,4,4,0
17031710600,4,4,0,0
17031710700,4,4,4,0
17031710800,4,4,4,4
17031710900,4,4,0,4
17031711000,4,4,4,4
17031711100,4,4,4,4
17031711200,4,4,4,4
17031711300,4,4,4,4
17031711400,4,4,4,4
17031711500,4,4,4,4
17031720100,1,1,1,1
17031720200,1,4,4,4
17031720300,1,1,1,1
17031720400,1,1,1,1
17031720500,1,1,1,1
17031720600,1,1,1,1
17031720700,1,1,4,4
17031730100,4,4,4,4
17031730201,4,4,4,4
17031730202,4,4,4,4
17031730300,4,4,4,4
17031730400,4,4,4,4
17031730500,4,4,4,4
17031730600,4,4,4,4
17031730700,4,4,4,4
17031740100,1,1,1,1
17031740200,1,1,1,1
17031740300,1,1,1,1
17031740400,1,1,1,1
17031750100,4,4,4,4
17031750200,1,4,4,4
17031750300,1,1,1,1
17031750400,1,1,1,1
17031750500,4,4,4,4
17031750600,4,4,4,4
17031760801,5,5,2,2
17031760802,5,5,2,1
17031760803,5,5,2,2
17031770201,1,1,1,1
17031770202,1,1,1,1
17031770300,1,1,1,1
17031770400,1,1,1,1
17031770601,1,1,1,1
17031770602,1,1,1,2
17031770800,1,1,1,2
17031770901,1,1,1,1
17031770902,1,1,1,1
17031800100,5,5,5,5
17031800200,5,5,5,1
17031800300,5,5,5,5
17031800400,5,5,5,5
17031800500,5,5,5,5
17031800600,5,5,5,5
17031800700,5,5,5,1
17031800800,5,1,1,1
17031800900,1,1,1,1
17031801000,1,1,1,1
17031801100,1,1,1,1
17031801200,5,5,5,5
17031801300,5,5,5,5
17031801400,1,1,1,1
17031801601,1,1,1,1
17031801605,5,1,1,1
17031801606,5,1,1,1
17031801607,5,5,5,1
17031801608,5,1,1,1
17031801800,1,1,1,1
17031801901,1,1,1,1
17031801902,1,1,1,1
17031802002,1,1,1,1
17031802003,1,5,2,1
17031802004,1,5,2,2
17031802100,1,1,1,1
17031802200,1,1,1,1
17031802300,5,5,5,5
17031802503,1,1,1,2
17031802504,1,1,1,1
17031802505,5,1,2,2
17031802506,5,1,2,3
17031802607,1,1,1,1
17031802609,5,2,2,3
17031802701,1,1,1,1
17031802702,1,1,1,1
17031802801,1,1,1,1
17031802802,1,1,1,1
17031802900,1,1,1,1
17031803005,1,1,1,1
17031803007,1,1,1,1
17031803008,5,1,1,1
17031803014,5,1,1,1
17031803015,5,1,1,1
17031803016,5,1,1,1
17031803017,5,1,1,1
17031803100,1,1,1,1
17031803200,1,1,1,1
17031803300,1,1,1,1
17031803400,1,1,1,1
17031803604,5,1,1,1
17031803605,5,5,1,1
17031803606,5,5,2,3
17031803607,5,1,1,1
17031803608,5,5,5,1
17031803610,5,5,5,1
17031803611,5,5,2,2
17031803612,5,5,2,2
17031803701,1,1,1,5
17031803702,1,1,1,1
17031803800,1,1,1,1
17031803901,1,1,1,1
17031803902,1,1,1,1
17031804000,1,1,1,1
17031804102,5,1,1,1
17031804106,5,1,1,1
17031804108,5,5,5,2
17031804109,5,5,5,1
17031804201,5,5,5,1
17031804202,5,1,1,1
17031804310,1,1,1,1
17031804311,1,1,1,1
17031804403,1,1,1,1
17031804404,1,1,1,1
17031804405,1,3,3,3
17031804406,1,3,3,1
17031804505,1,1,1,1
17031804506,1,1,1,1
17031804507,1,1,1,1
17031804508,1,1,1,3
17031804509,1,1,1,3
17031804510,1,1,3,3
17031804511,1,1,3,3
17031804603,5,5,2,2
17031804606,5,1,1,1
17031804607,5,1,1,1
17031804608,5,5,1,1
17031804609,5,5,1,2
17031804610,5,1,1,1
17031804611,5,1,1,1
17031804701,5,5,1,2
17031804705,5,5,1,2
17031804706,5,1,1,1
17031804709,5,1,2,2
17031804710,5,1,1,1
17031804711,5,5,2,2
17031804712,5,1,1,1
17031804713,5,5,2,2
17031804714,5,5,2,1
17031804715,5,1,2,2
17031804716,5,1,2,1
17031804803,5,1,1,1
17031804804,1,1,1,1
17031804805,1,1,1,1
17031804806,1,1,1,1
17031804807,1,1,1,1
17031804810,1,1,1,1
17031804901,1,1,1,1
17031804902,1,1,1,1
17031805001,1,1,1,1
17031805002,1,2,2,2
17031805105,5,2,2,2
17031805106,5,5,1,1
17031805109,1,1,1,1
17031805110,1,1,1,1
17031805111,5,5,2,2
17031805112,5,1,1,2
17031805201,1,1,1,1
17031805202,1,1,1,1
17031805301,1,1,1,2
17031805302,1,1,1,1
17031805401,1,1,1,1
17031805402,1,1,1,1
17031805501,1,1,1,1
17031805502,1,1,1,1
17031805600,1,1,1,1
17031805701,1,1,1,1
17031805702,1,1,1,1
17031805801,1,1,1,1
17031805802,1,1,1,1
17031805901,1,1,1,1
17031805902,1,1,1,1
17031806001,5,2,2,2
17031806002,5,2,2,2
17031806003,5,2,2,2
17031806004,5,2,2,2
17031806102,1,1,1,1
17031806103,5,1,1,1
17031806104,5,1,1,2
17031806201,1,1,1,5
17031806202,1,1,1,1
17031806300,1,1,1,1
17031806400,1,1,1,1
17031806501,1,2,2,2
17031806502,1,1,1,1
17031806600,1,1,1,1
17031806700,1,1,1,1
17031806801,1,1,1,2
17031806802,1,1,2,1
17031806900,1,1,1,2
17031807000,1,2,2,2
17031807100,1,1,1,1
17031807200,1,1,1,1
17031807300,1,2,2,2
17031807400,1,2,2,2
17031807500,1,2,2,1
17031807600,1,2,2,2
17031807700,1,2,2,2
17031807800,1,1,1,1
17031807900,1,1,1,1
17031808001,1,1,1,1
17031808002,1,1,1,1
17031808100,1,1,1,1
17031808200,1,1,1,1
17031808301,1,1,1,2
17031808302,1,1,1,2
17031808400,1,1,1,1
17031808500,1,1,1,1
17031808600,1,1,1,1
17031808702,5,5,5,5
17031808800,5,5,5,5
17031808900,5,5,1,1
17031809000,1,1,5,1
17031809100,5,5,5,1
17031809200,4,4,4,4
17031809300,5,5,5,5
17031809400,5,5,5,5
17031809500,5,5,5,5
17031809600,4,4,4,1
17031809700,1,1,1,1
17031809800,5,5,5,5
17031809900,5,5,5,5
17031810000,5,5,5,5
17031810100,5,5,5,5
17031810200,5,5,2,2
17031810301,1,1,1,1
17031810302,1,1,1,1
17031810400,1,1,1,1
17031810600,1,1,1,1
17031810701,1,1,2,2
17031810702,1,1,2,2
17031810800,1,1,1,1
17031810900,1,1,1,2
17031811000,1,1,1,1
17031811100,1,1,1,2
17031811200,1,1,1,1
17031811301,1,1,1,1
17031811302,1,2,3,3
17031811401,1,1,1,1
17031811402,1,1,1,1
17031811500,1,1,1,1
17031811600,1,1,2,2
17031811800,1,1,1,1
17031811900,5,5,5,1
17031812000,1,1,1,1
17031812100,1,1,1,1
17031812200,1,1,1,1
17031812301,5,5,5,5
17031812302,5,5,5,5
17031812400,1,5,5,1
17031812500,5,5,5,5
17031812600,5,5,5,5
17031812700,5,5,5,5
17031812801,5,5,5,5
17031812802,5,5,5,5
17031812900,1,1,1,1
17031813000,1,1,1,1
17031813100,1,1,1,1
17031813200,1,1,1,1
17031813301,3,3,3,3
17031813302,3,3,3,3
17031813400,1,2,3,3
17031813500,1,1,3,3
17031813600,1,2,3,3
17031813701,2,3,3,3
17031813702,2,3,3,3
17031813801,2,3,3,3
17031813802,2,3,3,3
17031813900,2,2,3,3
17031814000,1,2,3,3
17031814100,2,3,3,3
17031814200,2,3,3,3
17031814300,1,2,3,3
17031814400,1,1,3,3
17031814500,1,1,3,3
17031814600,1,1,2,3
17031814700,1,1,2,3
17031814800,1,1,2,3
17031814900,1,2,2,3
17031815000,1,1,2,3
17031815100,1,1,3,3
17031815200,1,1,1,1
17031815300,1,1,1,1
17031815400,1,1,1,1
17031815500,1,1,1,3
17031815600,1,1,1,1
17031815701,1,1,1,1
17031815702,1,1,1,1
17031815800,1,1,1,1
17031815900,5,5,2,2
17031816000,2,2,5,5
17031816100,2,2,2,1
17031816200,1,1,1,1
17031816300,1,1,1,3
17031816401,2,3,3,3
17031816402,2,3,3,3
17031816500,1,1,3,3
17031816600,2,3,3,3
17031816700,2,2,3,3
17031816800,1,1,1,1
17031816900,1,1,4,4
17031817000,1,4,4,4
17031817101,1,4,4,4
17031817102,1,4,4,4
17031817200,4,4,4,4
17031817300,4,4,4,0
17031817400,1,3,3,3
17031817500,4,4,4,0
17031817600,4,4,4,4
17031817700,4,4,4,4
17031817900,1,4,4,4
17031818000,1,1,1,1
17031818100,1,1,1,1
17031818200,1,1,1,1
17031818300,1,1,1,4
17031818401,1,1,1,1
17031818402,1,1,1,1
17031818600,1,1,1,1
17031818700,1,1,1,1
17031818800,1,1,1,1
17031818900,1,1,1,1
17031819000,5,1,1,1
17031819100,1,1,1,1
17031819200,1,1,1,1
17031819300,1,1,1,1
17031819400,1,1,1,1
17031819500,5,1,1,1
17031819600,1,1,1,1
17031819700,1,1,1,1
17031819801,1,1,1,1
17031819802,1,1,1,1
17031819900,1,1,1,1
17031820000,1,5,5,1
17031820101,5,1,1,1
17031820103,1,1,1,1
17031820104,1,1,1,1
17031820300,1,2,3,3
17031820400,3,3,3,3
17031820501,1,1,1,1
17031820502,1,1,1,1
17031820603,1,1,1,1
17031820604,1,1,1,1
17031820700,1,1,1,1
17031820800,1,1,1,1
17031821001,1,1,1,1
17031821002,1,1,1,1
17031821101,1,1,1,1
17031821102,1,1,1,1
17031821200,1,4,4,4
17031821300,1,2,3,3
17031821500,1,4,0,0
17031821600,1,1,1,4
17031821700,1,1,1,1
17031821800,1,1,1,1
17031821900,1,1,1,1
17031822000,1,1,1,1
17031822101,1,1,1,1
17031822102,1,1,1,1
17031822200,1,1,1,1
17031822301,1,1,1,1
17031822302,1,1,1,1
17031822400,1,1,1,1
17031822500,1,1,1,1
17031822601,1,1,1,1
17031822602,1,1,1,1
17031822701,1,1,1,1
17031822702,1,1,1,1
17031822801,1,1,1,1
17031822802,1,1,1,1
17031822900,1,1,1,1
17031823001,1,1,1,1
17031823002,1,1,1,1
17031823101,1,1,1,1
17031823102,1,1,1,1
17031823200,1,1,1,1
17031823302,1,1,1,1
17031823303,1,1,1,1
17031823304,1,1,1,1
17031823400,1,1,1,3
17031823500,1,1,1,1
17031823602,1,1,1,1
17031823603,4,4,4,0
17031823604,1,1,1,1
17031823605,1,1,1,1
17031823703,1,1,1,1
17031823704,1,1,1,1
17031823705,1,1,1,1
17031823801,1,1,1,1
17031823903,1,1,1,1
17031823904,1,1,1,1
17031824003,1,1,1,1
17031824004,1,1,1,1
17031824005,1,1,1,1
17031824006,1,1,1,1
17031824105,5,1,1,1
17031824106,5,1,1,1
17031824107,5,1,1,1
17031824113,1,1,1,1
17031824114,1,1,1,1
17031824115,1,1,1,1
17031824116,1,1,1,1
17031824300,4,4,4,4
17031824400,4,4,1,1
17031824503,5,1,1,1
17031824506,5,1,1,1
17031824507,1,1,1,1
17031824601,1,1,1,1
17031824602,1,1,1,1
17031824701,1,1,1,1
17031824702,1,1,1,4
17031824800,1,1,1,4
17031824900,4,4,4,4
17031825000,1,1,1,1
17031825200,1,1,1,1
17031825302,1,1,1,1
17031825303,1,1,1,1
17031825304,1,1,1,1
17031825400,1,1,1,1
17031825501,1,4,4,4
17031825503,1,1,4,4
17031825504,1,4,4,4
17031825505,1,1,4,4
17031825600,4,4,4,4
17031825700,1,1,4,4
17031825801,1,4,4,4
17031825802,1,1,4,4
17031825803,1,1,4,4
17031825900,1,1,4,4
17031826000,1,1,4,4
17031826100,1,1,4,4
17031826301,1,1,4,4
17031826303,1,1,4,4
17031826304,1,4,4,4
17031826401,1,1,4,4
17031826402,1,1,4,4
17031826500,1,1,4,4
17031826600,1,1,4,4
